Date/Time,3m T,5m T,7m T,Surface PAR
7/13/19 2:03,24.2,23.4,19.58,5
7/13/19 2:18,24.2,23.32,19.7,3
7/13/19 2:33,24.24,23.23,19.94,5
7/13/19 2:48,24.21,23.25,19.86,3
7/13/19 3:03,24.2,23.06,19.83,5
7/13/19 3:18,24.2,23.26,19.74,3
7/13/19 3:33,24.17,23.22,19.84,6
7/13/19 3:48,24.19,23.29,19.86,5
7/13/19 4:03,24.17,23.27,19.74,6
7/13/19 4:18,24.17,23.3,19.73,6
7/13/19 4:33,24.15,23.25,19.62,3
7/13/19 4:48,24.16,23.23,19.45,8
7/13/19 5:03,24.16,23.27,19.34,14
7/13/19 5:18,24.14,23.3,19.6,19
7/13/19 5:33,24.13,23.29,19.52,32
7/13/19 5:48,24.1,23.27,19.58,40
7/13/19 6:03,24.11,23.34,19.61,61
7/13/19 6:18,24.11,23.31,19.63,114
7/13/19 6:33,24.09,23.3,19.53,117
7/13/19 6:48,24.09,23.31,19.64,150
7/13/19 7:03,24.08,23.32,19.58,150
7/13/19 7:18,24.08,23.24,19.57,166
7/13/19 7:33,24.07,23.28,19.36,323
7/13/19 7:48,24.08,23.24,19.15,418
7/13/19 8:03,24.08,23.21,19.1,305
7/13/19 8:18,24.07,23.18,18.96,703
7/13/19 8:33,24.1,23.13,19.02,458
7/13/19 8:48,24.1,23.05,19.05,476
7/13/19 9:03,24.1,23.02,19.05,308
7/13/19 9:18,24.09,22.94,18.95,1086
7/13/19 9:33,24.1,22.84,18.86,474
7/13/19 9:48,24.08,22.71,18.89,2610
7/13/19 10:03,24.06,22.57,18.86,703
7/13/19 10:18,24.04,22.56,18.64,453
7/13/19 10:33,24.03,22.47,18.53,850
7/13/19 10:48,24.03,22.51,18.53,349
7/13/19 11:03,23.99,22.29,18.49,678
7/13/19 11:18,24.04,22.37,18.51,588
7/13/19 11:33,24.05,22.1,18.95,449
7/13/19 11:48,23.9,22.11,18.94,997
7/13/19 12:03,23.89,22.25,19.15,199
7/13/19 12:18,23.92,22.48,19.23,1404
7/13/19 12:33,23.95,22.69,19.34,1113
7/13/19 12:48,23.98,22.75,19.37,551
7/13/19 13:03,24.01,22.57,19.35,401
7/13/19 13:18,24.04,22.29,19.26,771
7/13/19 13:33,24.06,22.16,19.31,233
7/13/19 13:48,24.09,22.53,19.18,590
7/13/19 14:03,24.11,22.76,19.26,818
7/13/19 14:18,24.13,22.51,19.18,1960
7/13/19 14:33,24.15,22.75,19.26,594
7/13/19 14:48,24.17,22.8,19.41,751
7/13/19 15:03,24.18,22.66,19.67,429
7/13/19 15:18,24.19,22.87,19.52,250
7/13/19 15:33,24.18,22.8,19.62,289
7/13/19 15:48,24.21,22.95,19.59,295
7/13/19 16:03,24.24,23.19,19.58,266
7/13/19 16:18,24.28,23.26,19.6,141
7/13/19 16:33,24.25,23.33,19.62,117
7/13/19 16:48,24.29,23.44,19.25,99
7/13/19 17:03,24.25,23.46,19.72,96
7/13/19 17:18,24.27,23.52,20.08,91
7/13/19 17:33,24.21,23.57,20.35,87
7/13/19 17:48,24.17,23.59,20.52,82
7/13/19 18:03,24.19,23.45,20.59,76
7/13/19 18:18,24.15,22.94,20.6,66
7/13/19 18:33,24.2,23.42,20.62,60
7/13/19 18:48,24.09,23.58,20.7,57
7/13/19 19:03,24.07,23.55,20.94,51
7/13/19 19:18,24.03,23.51,20.87,48
7/13/19 19:33,24.12,23.46,20.7,32
7/13/19 19:48,24.14,23.4,20.86,21
7/13/19 20:03,24.2,23.35,21.18,14
7/13/19 20:18,24.16,23.34,21.02,6
7/13/19 20:33,24.08,23.31,20.9,6
7/13/19 20:48,24.17,23.29,20.97,9
7/13/19 21:03,24.04,23.3,21.19,6
7/13/19 21:18,24.04,23.42,21.18,8
7/13/19 21:33,24.16,23.37,20.7,6
7/13/19 21:48,24.12,23.48,20.57,8
7/13/19 22:03,24.18,23.61,20.6,5
7/13/19 22:18,24.18,23.67,20.68,6
7/13/19 22:33,24.17,23.69,20.22,9
7/13/19 22:48,24.16,23.72,20.65,8
7/13/19 23:03,24.14,23.71,19.79,8
7/13/19 23:18,24.13,23.64,19.76,6
7/13/19 23:33,24.12,23.32,19.19,6
7/13/19 23:48,24.11,23.24,19.07,5
7/14/19 0:03,24.09,23.29,18.9,8
7/14/19 0:18,24.09,23.33,18.95,6
7/14/19 0:33,24.13,23.36,19.24,6
7/14/19 0:48,24.09,23.43,19.44,6
7/14/19 1:03,24.26,23.51,19.01,6
7/14/19 1:18,24.09,23.55,19.27,5
7/14/19 1:33,24.06,23.61,19.58,5
7/14/19 1:48,24.14,23.67,19.11,5
7/14/19 2:03,24.13,23.68,19.17,5
7/14/19 2:18,24.1,23.72,18.42,3
7/14/19 2:33,24.41,23.6,18.24,5
7/14/19 2:48,24.4,23.75,18.19,5
7/14/19 3:03,24.44,23.77,17.98,5
7/14/19 3:18,24.49,23.74,18.45,5
7/14/19 3:33,24.4,23.4,18.75,3
7/14/19 3:48,24.41,23.24,18.9,6
7/14/19 4:03,24.35,22.52,18.99,5
7/14/19 4:18,24.37,22.69,19.2,6
7/14/19 4:33,24.18,22.98,19.35,5
7/14/19 4:48,24.37,22.94,19.27,6
7/14/19 5:03,24.35,22.86,18.68,9
7/14/19 5:18,24.3,23.2,18.61,15
7/14/19 5:33,24.34,23.16,18.64,21
7/14/19 5:48,24.34,22.98,18.67,36
7/14/19 6:03,24.35,22.97,18.64,55
7/14/19 6:18,24.33,23.04,18.53,87
7/14/19 6:33,24.33,23.12,18.51,202
7/14/19 6:48,24.03,23.1,18.48,117
7/14/19 7:03,23.98,23.11,18.6,168
7/14/19 7:18,24.18,23.01,18.2,202
7/14/19 7:33,24.28,23.05,18.15,370
7/14/19 7:48,24.26,23.03,18.01,251
7/14/19 8:03,24.27,23.1,18.25,364
7/14/19 8:18,24.3,23.01,18.44,242
7/14/19 8:33,24.29,22.95,18.47,310
7/14/19 8:48,24.3,23.03,18.45,284
7/14/19 9:03,24.31,23.1,18.3,850
7/14/19 9:18,24.32,23.09,18.45,566
7/14/19 9:33,24.34,23.13,18.6,420
7/14/19 9:48,24.35,23.09,18.82,224
7/14/19 10:03,24.46,23.06,18.96,313
7/14/19 10:18,24.41,23.01,18.68,272
7/14/19 10:33,24.46,23.02,18.55,510
7/14/19 10:48,24.47,22.99,18.24,263
7/14/19 11:03,24.53,23.07,18.26,198
7/14/19 11:18,24.51,23.21,18.27,971
7/14/19 11:33,24.53,23.28,18.48,641
7/14/19 11:48,24.53,23.13,18.46,489
7/14/19 12:03,24.58,22.83,18.55,1052
7/14/19 12:18,24.54,22.87,18.54,690
7/14/19 12:33,24.6,22.78,18.49,878
7/14/19 12:48,24.57,22.89,18.17,280
7/14/19 13:03,24.59,22.87,18.08,292
7/14/19 13:18,24.65,22.85,17.94,76
7/14/19 13:33,24.58,21.92,17.87,196
7/14/19 13:48,24.35,22,17.73,965
7/14/19 14:03,24.22,22.66,17.83,727
7/14/19 14:18,24.06,22.23,17.98,1603
7/14/19 14:33,24.13,22.4,18.06,232
7/14/19 14:48,24.03,21.89,18.21,277
7/14/19 15:03,23.98,22.32,17.99,347
7/14/19 15:18,23.99,22.53,18.39,206
7/14/19 15:33,24.15,22.55,18.47,163
7/14/19 15:48,24.04,22.47,18.85,162
7/14/19 16:03,23.95,22.42,18.52,160
7/14/19 16:18,23.97,22.37,18.13,189
7/14/19 16:33,23.79,21.94,18.1,118
7/14/19 16:48,23.81,21.97,18.82,118
7/14/19 17:03,23.67,21.99,18.72,135
7/14/19 17:18,23.63,22.16,18.57,99
7/14/19 17:33,23.67,22.16,18.88,91
7/14/19 17:48,23.56,21.98,18.33,88
7/14/19 18:03,23.56,21.92,18.7,87
7/14/19 18:18,24.58,22,18.53,132
7/14/19 18:33,24.56,22.4,19.38,73
7/14/19 18:48,24.53,21.68,18.96,63
7/14/19 19:03,24.44,21.49,18.92,55
7/14/19 19:18,24.09,21.92,18.96,32
7/14/19 19:33,24.14,21.96,18.7,24
7/14/19 19:48,24.13,21.86,18.53,16
7/14/19 20:03,23.81,21.77,19.04,10
7/14/19 20:18,23.96,22,18.91,6
7/14/19 20:33,24.06,21.83,18.91,6
7/14/19 20:48,24.18,21.87,18.52,6
7/14/19 21:03,23.98,21.56,18.53,6
7/14/19 21:18,23.71,21.17,18.72,6
7/14/19 21:33,23.88,21.37,18.77,8
7/14/19 21:48,23.38,21.32,18.87,8
7/14/19 22:03,23.74,21.42,18.86,8
7/14/19 22:18,23.73,21.36,18.81,5
7/14/19 22:33,23.84,21.26,18.75,8
7/14/19 22:48,23.84,21.17,19.09,6
7/14/19 23:03,23.84,21.12,18.66,8
7/14/19 23:18,23.85,21.3,18.65,6
7/14/19 23:33,23.83,21.45,18.64,3
7/14/19 23:48,23.74,21.76,18.56,6
7/15/19 0:03,23.77,21.9,18.87,6
7/15/19 0:18,23.68,21.46,18.84,5
7/15/19 0:33,23.72,21.34,18.91,5
7/15/19 0:48,23.69,21.56,18.96,6
7/15/19 1:03,23.65,21.63,18.73,3
7/15/19 1:18,23.65,21.63,18.66,5
7/15/19 1:33,23.64,21.57,18.64,5
7/15/19 1:48,23.68,21.76,18.85,6
7/15/19 2:03,23.69,21.81,18.92,5
7/15/19 2:18,23.68,21.76,18.9,5
7/15/19 2:33,23.68,21.75,18.97,5
7/15/19 2:48,23.66,21.76,19,5
7/15/19 3:03,23.73,21.73,19.05,5
7/15/19 3:18,23.77,21.92,19.12,5
7/15/19 3:33,23.84,22.15,19.49,5
7/15/19 3:48,23.81,22.13,19.27,5
7/15/19 4:03,23.7,22.25,19.15,5
7/15/19 4:18,23.67,22.21,19.22,3
7/15/19 4:33,23.71,22.27,19.36,3
7/15/19 4:48,23.75,22.26,19.35,6
7/15/19 5:03,23.72,22.22,19.51,9
7/15/19 5:18,23.77,22.61,19.38,23
7/15/19 5:33,23.8,22.68,19.42,34
7/15/19 5:48,23.78,22.89,19.44,52
7/15/19 6:03,23.7,23.3,19.46,75
7/15/19 6:18,23.68,23.1,19.41,88
7/15/19 6:33,23.68,22.55,19.32,150
7/15/19 6:48,23.65,22.63,19.37,163
7/15/19 7:03,23.65,23.12,19.33,208
7/15/19 7:18,23.64,22.61,19.3,180
7/15/19 7:33,23.64,22.48,19.25,257
7/15/19 7:48,23.62,22.32,19.07,226
7/15/19 8:03,23.61,22.23,19.03,237
7/15/19 8:18,23.6,22.03,18.96,228
7/15/19 8:33,23.62,21.8,18.93,352
7/15/19 8:48,23.6,22.17,18.72,277
7/15/19 9:03,23.58,21.95,18.67,609
7/15/19 9:18,23.56,22.43,18.47,389
7/15/19 9:33,23.54,22.44,18.41,283
7/15/19 9:48,23.56,21.94,18.4,895
7/15/19 10:03,23.58,21.92,18.47,1288
7/15/19 10:18,23.58,21.76,18.46,1095
7/15/19 10:33,23.61,21.72,18.36,844
7/15/19 10:48,23.63,21.26,18.41,705
7/15/19 11:03,23.63,21.83,18.43,1619
7/15/19 11:18,23.66,21.25,18.41,1049
7/15/19 11:33,23.65,21.47,18.58,813
7/15/19 11:48,23.64,20.99,18.66,913
7/15/19 12:03,23.53,21.01,18.88,857
7/15/19 12:18,23.57,20.89,18.77,804
7/15/19 12:33,23.53,20.64,17.52,1221
7/15/19 12:48,23.49,20.39,17.36,1188
7/15/19 13:03,23.51,21.37,17.8,1118
7/15/19 13:18,23.49,21.22,17.66,703
7/15/19 13:33,23.4,20.91,17.69,648
7/15/19 13:48,23.4,21.09,17.74,681
7/15/19 14:03,23.47,20.99,18.18,804
7/15/19 14:18,23.55,21.64,18.1,857
7/15/19 14:33,23.5,21.56,17.68,278
7/15/19 14:48,23.52,20.27,17.18,443
7/15/19 15:03,23.52,21.54,16.66,341
7/15/19 15:18,23.54,21.95,17.07,386
7/15/19 15:33,23.51,23.05,17.67,420
7/15/19 15:48,23.54,22.68,17.32,257
7/15/19 16:03,23.75,23,17.2,169
7/15/19 16:18,23.67,22.73,17.83,229
7/15/19 16:33,23.66,22.82,18.28,169
7/15/19 16:48,23.69,22.76,18.46,138
7/15/19 17:03,23.68,22.5,18.58,118
7/15/19 17:18,23.73,22.92,18.75,117
7/15/19 17:33,23.78,21.83,18.93,121
7/15/19 17:48,23.61,20.41,18.83,115
7/15/19 18:03,23.77,20.94,18.82,100
7/15/19 18:18,23.96,21.28,18.91,81
7/15/19 18:33,23.85,21.4,18.83,91
7/15/19 18:48,23.81,21.5,18.86,52
7/15/19 19:03,23.93,21.66,18.78,43
7/15/19 19:18,23.92,21.63,18.37,39
7/15/19 19:33,23.85,21.63,18.81,27
7/15/19 19:48,23.77,21.86,18.74,12
7/15/19 20:03,23.76,21.91,19.01,8
7/15/19 20:18,23.63,21.96,19.04,8
7/15/19 20:33,23.64,22.1,19.37,5
7/15/19 20:48,23.6,22.23,19.38,5
7/15/19 21:03,23.64,22.53,19.52,5
7/15/19 21:18,23.69,22.83,19.61,5
7/15/19 21:33,23.72,22.97,19.37,6
7/15/19 21:48,23.7,22.76,19.46,6
7/15/19 22:03,23.75,22.71,19.78,6
7/15/19 22:18,23.81,22.87,19.81,5
7/15/19 22:33,23.79,23.21,19.73,9
7/15/19 22:48,23.75,23.53,19.91,6
7/15/19 23:03,23.72,23.55,19.79,5
7/15/19 23:18,23.72,23.55,19.64,6
7/15/19 23:33,23.69,23.55,19.68,8
7/15/19 23:48,23.68,23.56,19.8,5
7/16/19 0:03,23.68,23.56,19.19,8
7/16/19 0:18,23.66,23.56,19.08,8
7/16/19 0:33,23.66,23.56,19.56,6
7/16/19 0:48,23.66,23.48,19.92,6
7/16/19 1:03,23.65,23.46,19.74,5
7/16/19 1:18,23.62,23.41,19.94,8
7/16/19 1:33,23.63,23.35,20,8
7/16/19 1:48,23.6,23.16,20.33,5
7/16/19 2:03,23.61,23.46,20.34,6
7/16/19 2:18,23.62,23.43,20.36,3
7/16/19 2:33,23.62,23.43,20.3,3
7/16/19 2:48,23.63,23.42,20.39,3
7/16/19 3:03,23.61,23.43,20.48,3
7/16/19 3:18,23.59,23.44,20.56,6
7/16/19 3:33,23.59,23.45,20.45,3
7/16/19 3:48,23.59,23.44,20.42,1
7/16/19 4:03,23.58,23.42,19.93,5
7/16/19 4:18,23.58,23.4,18.7,3
7/16/19 4:33,23.57,23.39,18.7,5
7/16/19 4:48,23.54,23.39,18.73,5
7/16/19 5:03,23.57,23.38,18.79,8
7/16/19 5:18,23.53,23.38,18.81,19
7/16/19 5:33,23.53,23.36,18.96,28
7/16/19 5:48,23.42,23.34,18.99,42
7/16/19 6:03,23.41,23.34,19.13,55
7/16/19 6:18,23.38,23.29,19.13,84
7/16/19 6:33,23.38,23.29,18.93,105
7/16/19 6:48,23.38,23.28,19.29,129
7/16/19 7:03,23.39,23.25,19.4,175
7/16/19 7:18,23.39,23.26,19.5,204
7/16/19 7:33,23.39,23.3,19.46,361
7/16/19 7:48,23.4,23.31,19.53,431
7/16/19 8:03,23.4,23.32,19.36,280
7/16/19 8:18,23.47,23.33,19.39,349
7/16/19 8:33,23.51,23.34,19.51,362
7/16/19 8:48,23.52,23.33,19.48,311
7/16/19 9:03,23.55,23.34,19.46,462
7/16/19 9:18,23.56,23.34,19.42,328
7/16/19 9:33,23.58,23.35,19.31,381
7/16/19 9:48,23.64,23.38,18.9,527
7/16/19 10:03,23.63,23.35,18.96,474
7/16/19 10:18,23.64,23.34,19.35,602
7/16/19 10:33,23.64,23.34,19.24,451
7/16/19 10:48,23.63,23.34,19.23,226
7/16/19 11:03,23.63,23.31,19.17,884
7/16/19 11:18,23.65,23.33,19.12,896
7/16/19 11:33,23.65,23.35,19.28,790
7/16/19 11:48,23.68,23.35,18.92,1261
7/16/19 12:03,23.77,23.37,19.47,1473
7/16/19 12:18,23.84,23.39,19.39,699
7/16/19 12:33,23.84,23.35,19.09,932
7/16/19 12:48,23.85,23.38,19.52,902
7/16/19 13:03,23.92,23.36,19.28,1969
7/16/19 13:18,24.03,23.35,19.5,1636
7/16/19 13:33,24.07,23.32,19.51,646
7/16/19 13:48,24.17,23.36,19.35,953
7/16/19 14:03,24.18,23.38,19.09,792
7/16/19 14:18,24.2,23.4,19.16,938
7/16/19 14:33,24.31,23.53,18.87,1028
7/16/19 14:48,24.35,23.77,19.27,618
7/16/19 15:03,24.33,23.9,19.23,572
7/16/19 15:18,24.52,23.98,19.14,401
7/16/19 15:33,24.54,24.08,19.43,195
7/16/19 15:48,24.67,24.17,18.94,228
7/16/19 16:03,24.72,24.26,18.88,229
7/16/19 16:18,24.66,24.34,18.89,244
7/16/19 16:33,24.65,24.36,18.47,205
7/16/19 16:48,24.76,24.4,18.47,246
7/16/19 17:03,24.69,24.39,18.57,169
7/16/19 17:18,24.8,24.36,18.23,111
7/16/19 17:33,24.71,24.32,18.39,142
7/16/19 17:48,24.77,24.31,18.3,96
7/16/19 18:03,24.69,24.29,18.6,58
7/16/19 18:18,24.71,24.28,18.26,103
7/16/19 18:33,24.77,24.26,18.67,73
7/16/19 18:48,24.67,24.28,18.88,54
7/16/19 19:03,24.75,24.32,18.81,28
7/16/19 19:18,24.66,24.3,18.76,39
7/16/19 19:33,24.73,24.32,18.86,33
7/16/19 19:48,24.69,24.28,18.87,21
7/16/19 20:03,24.69,24.29,18.93,12
7/16/19 20:18,24.67,24.31,17.97,6
7/16/19 20:33,24.77,24.33,18.24,8
7/16/19 20:48,24.73,24.3,18.28,8
7/16/19 21:03,24.74,24.34,17.89,6
7/16/19 21:18,24.76,24.39,18.2,8
7/16/19 21:33,24.73,24.35,18.25,6
7/16/19 21:48,24.73,24.32,18.13,6
7/16/19 22:03,24.73,24.24,17.91,6
7/16/19 22:18,24.69,24.23,18.1,8
7/16/19 22:33,24.73,24.23,18.01,9
7/16/19 22:48,24.74,23.95,18.05,6
7/16/19 23:03,24.65,23.94,18.28,9
7/16/19 23:18,24.66,23.96,18.25,8
7/16/19 23:33,24.58,23.96,18.08,6
7/16/19 23:48,24.62,23.99,18.07,6
7/17/19 0:03,24.66,24.05,18.19,8
7/17/19 0:18,24.58,24.22,18.14,6
7/17/19 0:33,24.61,24.28,18.17,6
7/17/19 0:48,24.62,24.31,18.26,5
7/17/19 1:03,24.6,24.29,18.47,6
7/17/19 1:18,24.58,24.29,18.43,5
7/17/19 1:33,24.57,24.31,18.51,6
7/17/19 1:48,24.57,24.32,18.52,5
7/17/19 2:03,24.56,24.29,18.6,3
7/17/19 2:18,24.53,24.27,18.62,3
7/17/19 2:33,24.54,24.25,18.54,5
7/17/19 2:48,24.5,24.24,18.26,3
7/17/19 3:03,24.51,24.26,18.24,3
7/17/19 3:18,24.48,24.25,18.06,5
7/17/19 3:33,24.48,24.28,18.17,3
7/17/19 3:48,24.43,24.27,18.52,5
7/17/19 4:03,24.46,24.37,18.45,3
7/17/19 4:18,24.45,24.34,18.4,5
7/17/19 4:33,24.44,24.34,18.46,3
7/17/19 4:48,24.43,24.33,18.42,3
7/17/19 5:03,24.43,24.36,18.43,5
7/17/19 5:18,24.43,24.33,18.15,14
7/17/19 5:33,24.43,24.3,18.38,23
7/17/19 5:48,24.44,24.27,18.27,28
7/17/19 6:03,24.44,24.2,18.43,69
7/17/19 6:18,24.44,24.13,18.41,36
7/17/19 6:33,24.4,24.08,18.48,30
7/17/19 6:48,24.39,24.05,18.46,61
7/17/19 7:03,24.33,24.05,18.51,45
7/17/19 7:18,24.22,24.05,18.52,120
7/17/19 7:33,24.21,24.05,18.53,123
7/17/19 7:48,24.19,24.05,18.49,102
7/17/19 8:03,24.11,23.99,18.6,112
7/17/19 8:18,24.1,23.98,18.69,139
7/17/19 8:33,24.1,23.98,18.69,93
7/17/19 8:48,24.1,23.97,18.58,81
7/17/19 9:03,24.1,23.98,18.75,60
7/17/19 9:18,24.11,23.99,18.67,67
7/17/19 9:33,24.13,24,18.53,66
7/17/19 9:48,24.25,24.01,18.64,58
7/17/19 10:03,24.29,24.01,18.49,81
7/17/19 10:18,24.29,24.02,18.46,91
7/17/19 10:33,24.31,24.02,18.51,257
7/17/19 10:48,24.33,24.02,18.52,160
7/17/19 11:03,24.34,24.03,18.56,551
7/17/19 11:18,24.35,24.02,18.62,385
7/17/19 11:33,24.38,24,18.65,304
7/17/19 11:48,24.39,23.88,18.61,407
7/17/19 12:03,24.4,23.63,18.67,190
7/17/19 12:18,24.4,23.27,18.8,482
7/17/19 12:33,24.39,23.26,18.94,242
7/17/19 12:48,24.39,23.17,19.14,383
7/17/19 13:03,24.4,23.26,19.38,624
7/17/19 13:18,24.38,23.23,19.37,567
7/17/19 13:33,24.39,23.28,19.59,485
7/17/19 13:48,24.38,23.33,19.71,350
7/17/19 14:03,24.38,23.36,19.66,304
7/17/19 14:18,24.39,23.43,19.94,313
7/17/19 14:33,24.4,23.47,19.94,721
7/17/19 14:48,24.4,23.44,19.9,730
7/17/19 15:03,24.41,23.47,19.76,1013
7/17/19 15:18,24.41,23.56,19.61,385
7/17/19 15:33,24.41,23.31,19.72,298
7/17/19 15:48,24.44,23.44,19.78,260
7/17/19 16:03,24.46,23.3,19.42,253
7/17/19 16:18,24.49,23.61,19.12,215
7/17/19 16:33,24.53,23.08,19.43,213
7/17/19 16:48,24.56,22.95,19.67,142
7/17/19 17:03,24.58,22.68,19.78,88
7/17/19 17:18,24.57,22.76,19.88,109
7/17/19 17:33,24.55,22.68,19.81,99
7/17/19 17:48,24.54,22.69,20.03,132
7/17/19 18:03,24.5,22.77,19.73,96
7/17/19 18:18,24.45,22.77,19.53,102
7/17/19 18:33,24.46,22.86,19.63,49
7/17/19 18:48,24.42,22.73,19.59,33
7/17/19 19:03,24.4,22.81,20.1,21
7/17/19 19:18,24.43,22.72,19.43,15
7/17/19 19:33,24.4,22.76,19.39,16
7/17/19 19:48,24.4,22.83,19.28,12
7/17/19 20:03,24.37,23.05,19.57,12
7/17/19 20:18,24.38,23.18,19.79,6
7/17/19 20:33,24.37,23.29,19.76,3
7/17/19 20:48,24.33,23.41,19.25,6
7/17/19 21:03,24.33,23.44,19.06,6
7/17/19 21:18,24.34,23.54,18.96,3
7/17/19 21:33,24.32,23.38,19.1,6
7/17/19 21:48,24.32,23.09,19.26,6
7/17/19 22:03,24.33,23.13,19.36,6
7/17/19 22:18,24.34,22.97,19.4,3
7/17/19 22:33,24.33,22.83,19.31,3
7/17/19 22:48,24.33,22.6,19.39,5
7/17/19 23:03,24.33,22.54,19.41,3
7/17/19 23:18,24.33,22.46,19.74,5
7/17/19 23:33,24.32,22.52,19.82,3
7/17/19 23:48,24.33,22.64,19.78,3
7/18/19 0:03,24.34,22.76,19.63,3
7/18/19 0:18,24.34,22.84,19.74,5
7/18/19 0:33,24.36,22.96,19.67,5
7/18/19 0:48,24.37,22.92,19.57,3
7/18/19 1:03,24.38,23.01,19.75,6
7/18/19 1:18,24.51,23.01,19.71,3
7/18/19 1:33,24.46,23.01,19.77,3
7/18/19 1:48,24.41,22.9,19.55,3
7/18/19 2:03,24.44,22.89,19.08,5
7/18/19 2:18,24.45,22.86,19.1,6
7/18/19 2:33,24.56,22.86,18.72,1
7/18/19 2:48,24.53,22.77,18.88,5
7/18/19 3:03,24.46,22.7,18.95,3
7/18/19 3:18,24.5,22.64,18.87,5
7/18/19 3:33,24.38,22.62,18.74,5
7/18/19 3:48,24.36,22.57,18.82,5
7/18/19 4:03,24.4,22.47,18.88,5
7/18/19 4:18,24.35,22.35,19.11,3
7/18/19 4:33,24.33,22.4,19.53,5
7/18/19 4:48,24.19,22.16,19.5,6
7/18/19 5:03,24.13,21.85,19.24,8
7/18/19 5:18,24.13,21.92,18.81,16
7/18/19 5:33,24.1,22.5,19.09,23
7/18/19 5:48,24,22.87,18.9,32
7/18/19 6:03,24.01,22.61,18.75,54
7/18/19 6:18,24.01,22.77,18.86,123
7/18/19 6:33,23.94,23.41,18.88,97
7/18/19 6:48,23.88,23.42,18.96,135
7/18/19 7:03,23.92,23.31,19.15,141
7/18/19 7:18,23.87,23.33,19.12,204
7/18/19 7:33,23.85,23.07,18.74,141
7/18/19 7:48,23.87,23.13,18.61,218
7/18/19 8:03,23.9,23.06,18.71,304
7/18/19 8:18,23.86,23.19,18.67,230
7/18/19 8:33,23.85,23.23,18.66,389
7/18/19 8:48,23.83,23.2,18.65,395
7/18/19 9:03,23.85,23.29,18.65,441
7/18/19 9:18,23.85,23.18,18.53,494
7/18/19 9:33,23.87,23.28,18.87,396
7/18/19 9:48,23.88,23.14,18.94,423
7/18/19 10:03,23.97,23.41,19.05,621
7/18/19 10:18,23.95,23.26,18.93,771
7/18/19 10:33,23.94,23.44,18.87,545
7/18/19 10:48,23.91,23.38,18.96,759
7/18/19 11:03,23.93,23.46,19.01,1166
7/18/19 11:18,23.93,23.48,19.24,790
7/18/19 11:33,23.93,23.54,19.06,1103
7/18/19 11:48,23.91,23.57,19.15,971
7/18/19 12:03,23.92,23.61,19.35,940
7/18/19 12:18,23.92,23.67,19.65,857
7/18/19 12:33,23.92,23.72,20.23,630
7/18/19 12:48,23.93,23.76,20.01,831
7/18/19 13:03,23.94,23.79,19.97,828
7/18/19 13:18,23.96,23.75,20.18,723
7/18/19 13:33,23.95,23.76,20.38,842
7/18/19 13:48,24,23.84,20.87,444
7/18/19 14:03,24.03,23.77,20.78,531
7/18/19 14:18,24.06,23.77,20.33,560
7/18/19 14:33,24.08,23.75,20.87,650
7/18/19 14:48,24.05,23.72,20.43,338
7/18/19 15:03,24.05,23.74,20.28,516
7/18/19 15:18,24.01,23.69,20.02,506
7/18/19 15:33,24.03,23.65,20.05,510
7/18/19 15:48,24.04,23.54,20.12,214
7/18/19 16:03,24.03,23.65,20.02,200
7/18/19 16:18,24.03,23.59,20.06,126
7/18/19 16:33,24.02,23.65,20.19,96
7/18/19 16:48,24.02,23.63,20.29,82
7/18/19 17:03,24.01,23.76,20.38,73
7/18/19 17:18,24,23.69,20.34,73
7/18/19 17:33,23.99,23.72,20.52,70
7/18/19 17:48,23.95,23.73,20.46,64
7/18/19 18:03,24.01,23.74,20.57,63
7/18/19 18:18,23.97,23.73,20.72,55
7/18/19 18:33,23.93,23.74,20.56,52
7/18/19 18:48,23.94,23.75,20.55,48
7/18/19 19:03,24.04,23.8,20.51,45
7/18/19 19:18,24.11,23.79,20.06,32
7/18/19 19:33,24.25,23.77,19.6,24
7/18/19 19:48,24.29,23.81,20.13,15
7/18/19 20:03,24.26,23.81,20.03,9
7/18/19 20:18,24.22,23.79,20.48,6
7/18/19 20:33,24.23,23.79,20.88,9
7/18/19 20:48,24.23,23.8,20.59,6
7/18/19 21:03,24.17,23.82,20.85,8
7/18/19 21:18,24.18,23.84,20.66,5
7/18/19 21:33,24.17,23.84,20.89,8
7/18/19 21:48,24.16,23.78,21.11,5
7/18/19 22:03,24.15,23.78,21.14,6
7/18/19 22:18,24.12,23.8,20.99,5
7/18/19 22:33,24.14,23.82,20.81,6
7/18/19 22:48,24.12,23.83,20.59,5
7/18/19 23:03,24.15,23.84,20.45,5
7/18/19 23:18,24.21,23.85,20.23,5
7/18/19 23:33,24.26,23.84,20.11,5
7/18/19 23:48,24.22,23.82,20.13,5
7/19/19 0:03,24.22,23.81,20.18,3
7/19/19 0:18,24.73,23.84,20.41,3
7/19/19 0:33,24.6,23.86,20.31,3
7/19/19 0:48,24.24,23.8,20.35,5
7/19/19 1:03,24.5,23.88,20.37,3
7/19/19 1:18,24.38,23.79,20.45,3
7/19/19 1:33,24.4,23.84,20.58,5
7/19/19 1:48,24.39,23.82,20.64,5
7/19/19 2:03,24.36,23.74,20.39,5
7/19/19 2:18,24.3,23.66,20.21,5
7/19/19 2:33,24.31,23.82,20.48,3
7/19/19 2:48,24.31,23.83,21.07,5
7/19/19 3:03,24.28,23.83,20.15,5
7/19/19 3:18,24.26,23.86,20.22,6
